모기지수 발생일,모기지수(수변부),모기지수(주거지),모기지수(공원),평균기온(°C),최저기온(°C),최고기온(°C),평균상대습도
2021-02-06,0,0,0,-5.5,-9.9,-2.1,52.8
2021-02-05,0,0,0,-3.5,-8.4,0.3,51.4
2021-02-04,0,0,0,-5.6,-9.1,-2,45
2021-02-03,0,6.5,0,-5,-8.4,-1.4,38.5
2021-02-02,0,1.3,0,-4.2,-9.8,1.6,64
2021-02-01,0,0,0,-8.9,-12.9,-5,53.9
2021-01-31,0,0,0,-10.9,-12.9,-6.2,55.5
2021-01-30,0,0,0,0.1,-6.2,4.3,70.8
2021-01-29,2.1,0,0,6.7,4.2,11.4,72.1
2021-01-29,2.1,-1.2,-24.3,5.8,1.4,10,62.9
2021-01-28,21.5,9.8,0,2.2,-2.1,8,65.8
2021-01-27,54.7,22.7,32.7,-0.8,-4.7,3.5,51.9
2021-01-26,53,22,31.7,2.6,-2,6.1,61.5
2021-01-25,53.9,22.3,32.2,4.5,-0.4,8.5,76.6
2021-01-24,48.3,20,28.8,2,-2.5,7.2,67.6
2021-01-23,45.8,19,27.4,-1,-6,4.7,64.1
2021-01-22,36.1,14.9,21.5,-3.7,-8.2,1.1,50.4
2021-01-21,26.1,10.8,15.6,-5.1,-9.6,-1.2,45.1
2021-01-20,29.7,12.3,17.8,-2.1,-6.4,1.8,57
2021-01-19,27.2,11.3,16.2,-4.9,-11.1,0.8,47
2021-01-18,28.1,11.6,16.8,-8.3,-11.2,-3.9,43.9
2021-01-17,45.8,19,27.4,-8.3,-11.1,-4.6,43
2021-01-16,39.6,16.4,23.6,-7.7,-9.7,-5,49.1
2021-01-15,40.2,16.7,24,-1.1,-6,2,74.9
2021-01-14,29.6,12.2,17.7,2.3,-0.3,6.1,51.3
2021-01-13,36.3,15,21.6,5.3,2.6,9.4,77.1
2021-01-12,36.3,15,21.6,5.8,3.2,9.3,69.9
2021-01-11,36.3,15,21.6,1.5,-4.1,6.2,55.1
2021-01-10,36.3,15,21.6,-0.5,-3.5,4.1,50
2021-01-09,36.3,15,21.6,3.4,-0.7,6.3,57.5
2021-01-08,36.3,15,21.6,4.5,1.2,9.1,66.9
2021-01-07,36.3,15,21.6,2.1,-2.2,6.6,63.1
2021-01-06,36.3,15,21.6,-0.6,-4.6,4.4,53.8
2021-01-05,36.3,15,21.6,0.7,-2.3,4.2,47.1
2021-01-04,36.3,15,21.6,2.4,0.5,6.1,41.4
2021-01-03,36.3,15,21.6,1.1,-3.6,6.7,44.5
2021-01-02,36.3,15,21.6,-0.2,-3.6,4.3,57.8
2021-01-01,36.3,15,21.6,-0.6,-3.6,2.6,59.6
2020-12-31,36.3,15,21.6,-0.1,-2.3,2.8,50
2020-12-30,36.3,15,21.6,4.1,0.6,7.7,61.6
2020-12-29,36.3,15,21.6,5.6,1.9,10.9,66.5
2020-12-28,36.3,15,21.6,4.6,0,9.5,64.1
2020-12-27,36.3,15,21.6,2.9,0.2,6.4,54.5
2020-12-26,36.3,15,21.6,1.7,-1.5,5.9,61.4
2020-12-25,36.3,15,21.6,5.6,1.5,9.1,80.5
2020-12-24,36.3,15,21.6,6.5,-0.3,12.8,67.9
2020-12-23,36.3,15,21.6,2.8,0.3,7,74.3
2020-12-22,36.3,15,21.6,13.6,6.9,19.1,90.5
2020-12-22,36.3,15,21.6,16.6,14.8,18.7,91.4
2020-12-21,36.3,15,21.6,15.9,11.7,20,67.5
2020-12-20,36.3,15,21.6,12.4,7.5,18.3,70.1
2020-12-19,36.3,15,21.6,11.1,8.2,14.9,75
2020-12-18,36.3,15,21.6,12.5,6.8,19.3,66.9
2020-12-17,36.3,15,21.6,12.2,8.5,17.6,71.5
2020-12-16,36.3,15,21.6,10.4,4.6,17.7,56.9
2020-12-15,36.3,15,21.6,9.3,3.5,16.5,53.5
2020-12-14,36.3,15,21.6,7.7,3.5,12.9,56.1
2020-12-14,36.3,15,21.6,5.5,0.7,8.9,40.9
2020-12-13,36.3,15,21.6,8.5,3.1,12.4,43.8
2020-12-12,36.3,15,21.6,14.6,12.2,18.1,68.8
2020-12-11,36.3,15,21.6,13.5,9.9,17.2,63.3
2020-12-10,36.3,15,21.6,9.6,3.4,15.9,61.5
2020-12-09,36.3,15,21.6,4.9,0.2,10.8,43.9
2020-12-08,36.3,15,21.6,5.1,2.7,8.6,47.5
2020-12-07,36.3,15,21.6,10.8,7.9,15.6,58.3
2020-12-06,36.3,15,21.6,13.7,11.6,15,84.3
2020-12-05,36.3,15,21.6,13.6,8.5,18.2,60.3
2020-12-04,36.3,15,21.6,11.9,5.8,19.6,42.9
2020-12-03,36.3,15,21.6,10.8,5.5,16.1,40.3
2020-12-02,36.3,15,21.6,13.8,8.6,18.2,52.1
2020-12-01,36.3,15,21.6,14,9,19.4,74.1
2020-11-30,36.3,15,21.6,12.9,8,19,71.6
2020-11-29,36.3,15,21.6,11.8,5.4,18.2,62.5
2020-11-28,36.3,15,21.6,8.7,3.2,14,47.6
2020-11-27,36.3,15,21.6,8.6,5.4,13.3,51.5
2020-11-26,36.3,15,21.6,13.5,8.4,18.2,66
2020-11-25,36.3,15,21.6,14.1,11.8,17.3,69.4
2020-11-24,36.3,15,21.6,15.2,9.9,21.7,67.1
2020-11-23,36.3,15,21.6,15.1,9.8,21.3,74.4
2020-11-23,36.3,15,21.6,13.6,7.2,20.2,65.5
2020-11-22,36.3,15,21.6,13.1,8.7,18.6,64.3
2020-11-21,36.3,15,21.6,11.8,8.6,15.4,64.3
2020-11-20,36.3,15,21.6,11.7,6.5,18.5,41.8
2020-11-19,36.3,15,21.6,12.8,8.5,18,47
2020-11-18,36.3,15,21.6,13.6,8.6,18.4,52.3
2020-11-17,36.3,15,21.6,16.2,12.1,21.3,68.6
2020-11-16,36.3,15,21.6,16.9,12.7,20.8,68.5
2020-11-15,36.3,15,21.6,16.9,12.3,21.5,60.1
2020-11-14,36.3,15,21.6,17.2,12.4,23.3,53.4
2020-11-13,36.3,15,21.6,17.2,12.1,23.1,53
2020-11-12,36.3,15,21.6,16,9.9,22,48.9
2020-11-11,36.3,15,21.6,14.2,9.3,19.7,55.9
2020-11-10,36.3,15,21.6,13.3,8.5,18.4,57.3
2020-11-09,36.3,15,21.6,16.6,10.6,21.8,65.1
2020-11-08,36.3,15,21.6,19.9,18.3,23.2,72.5
2020-11-07,36.3,15,21.6,19.2,16.3,21.9,79.6
2020-11-06,36.3,15,21.6,18.8,15.6,23.6,74.9
2020-11-05,36.3,15,21.6,19.6,16.2,25.7,78
2020-11-04,36.3,15,21.6,19.6,15.3,23.9,67.6
2020-11-04,36.3,15,21.6,20.7,15.7,26.5,66
2020-11-03,36.3,15,21.6,20.4,14.9,25.8,63.3
2020-11-02,36.3,15,21.6,19.3,14.8,24.8,62.5
2020-11-01,36.3,15,21.6,20.1,16.6,25.4,64.1
2020-10-31,36.3,15,21.6,20.6,16.8,25.4,59.6
2020-10-30,36.3,15,21.6,19.2,15.2,23.8,59.9
2020-10-29,36.3,15,21.6,20.2,15.5,25.6,55.3
2020-10-28,36.3,15,21.6,19.1,13.6,25.3,56.1
2020-10-27,36.3,15,21.6,19.7,15.6,24.9,57.6
2020-10-26,36.3,15,21.6,21.2,17.6,26.2,59.3
2020-10-25,36.3,15,21.6,21.5,18.1,25.8,62
2020-10-24,36.3,15,21.6,21.3,20.1,23.6,70.3
2020-10-23,36.3,15,21.6,22.5,21.3,24.9,79.9
2020-10-22,36.3,15,21.6,23,18.9,27.7,76.4
2020-10-21,37.7,15.6,22.5,21.3,17.6,24.9,79.3
2020-10-20,36.3,15,21.6,21.5,16.7,26.6,70.4
2020-10-19,36.3,15,21.6,20.2,18.1,23.2,83.8
2020-10-18,36.3,15,21.6,22.4,19.2,27.1,72.6
2020-10-17,36.3,15,21.6,22.8,18.8,27,75.8
2020-10-16,36.3,15,21.6,21.1,19,25.3,83.4
2020-10-15,36.3,15,21.6,23.4,20.6,26.5,71.5
2020-10-14,36.3,15,21.6,19.2,17.5,20.6,93.5
2020-10-13,36.3,15,21.6,21.7,19.5,24.4,80
2020-10-12,36.3,15,21.6,23.3,19.2,27.3,66.6
2020-10-11,36.3,15,21.6,23.3,19.9,27.5,63.9
2020-10-10,36.3,15,21.6,22.7,20,25.6,82
2020-10-09,36.3,15,21.6,24.3,22.6,26.4,91.3
2020-10-08,36.3,15,21.6,26.6,23.8,29.5,72.4
2020-10-07,72.5,30,43.3,26.4,23.8,30,77.9
2020-10-06,86,35.7,51.4,26.8,24.4,30.6,88.8
2020-10-05,102.1,42.3,61,26.8,25.5,29,90.1
2020-10-04,98.5,40.8,58.8,27.3,26,29.7,89.1
2020-10-03,97,40.2,57.9,27.1,25.6,28.6,84.6
2020-10-02,100.7,41.7,60.1,30.2,27,34.5,68.3
2020-10-01,100.9,41.8,60.3,29.9,26,34.5,69.5
2020-09-30,106.6,44.2,63.7,27.8,23.7,32,71.6
2020-09-29,104.8,43.5,62.6,25.3,21.5,29.9,78.4
2020-09-28,105.2,43.6,62.9,24.3,21.7,27.6,87.4
2020-09-27,103.9,43.1,62,26.6,25.2,29.2,83.1
2020-09-26,105.9,43.9,63.3,27.7,25,31.7,76
2020-09-25,98.5,40.8,58.8,27.1,23.6,31.4,76.8
2020-09-24,106.9,44.3,63.8,27.5,24,31.9,76.3
2020-09-23,101.3,42,60.5,28.2,26.1,32.2,77.9
2020-09-22,101.1,41.9,60.4,27.4,25.3,30.8,82.6
2020-09-22,101.1,41.9,60.4,26.1,25,27,96
2020-09-21,109.3,45.3,65.3,27.1,26.5,28,86.1
2020-09-20,115.8,48,69.2,28,26.3,30.3,82.4
2020-09-19,111.4,46.2,66.5,27.2,23.5,31.3,83.9
2020-09-18,118.5,49.1,70.8,24.6,22.4,27.3,92.5
2020-09-17,121.1,50.2,72.3,26.5,24.7,29.5,91.6
2020-09-16,109.9,45.6,65.7,24.9,23.7,25.8,95.4
2020-09-15,111,46,66.3,24.2,22.7,26.1,89.5
2020-09-14,103.7,43,62,24.3,22.6,26.1,85.3
2020-09-14,103.7,43,62,24.1,22.9,26,92.8
2020-09-13,116.3,48.2,69.5,26.5,25.5,29.1,92.1
2020-09-12,123.9,51.4,74,27,25,29.4,89.3
2020-09-11,109,45.2,65.1,25,23.9,26.3,96.3
2020-09-10,122.5,50.8,73.2,24.9,23.5,26.4,96.3
2020-09-09,98.5,40.8,58.8,25.3,24.3,26.9,90.9
2020-09-08,112.2,46.5,67,26.2,22.8,29.6,81.9
2020-09-07,121.9,50.5,72.8,25.3,23.4,28.4,85.5
2020-09-06,121.9,50.5,72.8,23.7,22.6,24.9,95.8
2020-09-05,126.6,52.5,75.6,24.4,22.7,26.4,84.8
2020-09-04,128.5,53.3,76.7,24.3,22.9,25.5,86.4
2020-09-03,144.7,60,86.5,25.4,21.6,29.6,69.3
2020-09-02,143.2,59.4,85.6,24.3,22.3,29,69.3
2020-09-01,161.1,66.8,96.3,22.5,18.7,26.8,74.3
2020-08-31,152.9,63.4,91.3,21.1,18.5,22.6,95.5
2020-08-30,157.8,65.4,94.3,23.7,22.6,25.7,89.3
2020-08-29,151.4,62.8,90.4,25,21.4,30.5,77
2020-08-28,174.5,72.4,104.3,23.8,22.4,26.6,86.3
2020-08-27,185.3,76.8,110.7,24,20.6,26.6,81.6
2020-08-26,156.9,65.1,93.7,26.1,22.8,31,71.6
2020-08-25,135.8,56.3,81.1,26,21.5,31.6,72
2020-08-24,142.3,59,85,25,20.4,29.7,70.9
2020-08-23,149.3,61.9,89.2,23.4,18.9,28.7,63.1
2020-08-22,159.4,66.1,95.2,20.3,17.2,24.3,79.4
2020-08-21,148.8,61.7,88.9,18.7,17.7,21.7,94.8
2020-08-20,151.7,62.9,90.6,23.5,21.7,26,71.9
2020-08-19,165.4,68.6,98.8,25.8,22.2,30.2,62.6
2020-08-18,150.9,62.6,90.2,24.5,22.7,27.7,75
2020-08-17,141.3,58.6,84.4,27.5,21.8,32.9,64.6
2020-08-16,148.5,61.6,88.7,25.5,21.3,30.4,71.9
2020-08-15,155.7,64.5,93,24.1,22.1,28.1,75.5
2020-08-14,149.7,62.1,89.5,25.6,21.8,30.9,66.6
2020-08-13,144.6,59.9,86.4,23.8,19.9,27.6,68.6
2020-08-12,145.6,60.4,87,24.2,20.4,29.5,63.9
2020-08-11,132.5,54.9,79.1,25.5,21.6,30.6,63.5
2020-08-10,128.2,53.1,76.6,24.2,20.4,29.8,74.5
2020-08-09,132.2,54.8,79,21.1,18.1,24.3,79.3
2020-08-08,127.1,52.7,75.9,20.1,18.4,23.1,83
2020-08-07,144,59.7,86,23.8,20.6,26.5,77
2020-08-06,147.8,61.3,88.3,25.2,21.5,30.1,70.5
2020-08-05,133.2,55.2,79.5,24.1,20.4,29.6,70.4
2020-08-04,134,55.6,80.1,21.8,19.2,25.7,82.1
2020-08-03,141.9,58.8,84.7,21.6,20.1,23.4,91
2020-08-02,142.2,58.9,84.9,22.3,19.9,26.3,83.5
2020-08-01,135.3,56.1,80.8,27.3,23.2,31,53.5
2020-07-31,124.7,51.7,74.5,28.6,21.7,35.4,50.5
2020-07-30,129.1,53.5,77.1,26.1,19.5,32.7,59.5
2020-07-29,128.4,53.2,76.7,24.9,20.7,29.7,62.6
2020-07-28,136,56.4,81.2,24.7,21.1,30,61.4
2020-07-27,128.4,53.2,76.7,23.4,20.3,27.3,61.4
2020-07-26,116.9,48.5,69.8,24.3,20.2,30.3,58.6
2020-07-25,108.9,45.1,65,24.4,20,30.7,63
2020-07-24,124.5,51.6,74.4,23,18.2,28.6,62.3
2020-07-23,133.2,55.2,79.5,24,20.1,28.8,70.6
2020-07-22,125.1,51.9,74.7,26.9,20.6,33.5,52.8
2020-07-21,134.9,55.9,80.6,24.7,21.6,27.6,68.6
2020-07-20,142.7,59.2,85.2,26.1,21.7,31.6,68.3
2020-07-19,140.3,58.2,83.8,25.8,22.5,32.1,63.8
2020-07-18,133.2,55.2,79.5,26.7,20.3,32.8,51.6
2020-07-17,122.8,50.9,73.3,25,19.8,32,63.6
2020-07-16,105.7,43.8,63.1,22.7,19.2,29.2,69.4
2020-07-15,37.6,15.6,22.5,24.6,19.2,30.9,63.6
2020-07-14,123.2,51.1,73.6,23,18.4,28.7,69.4
2020-07-13,138.8,57.6,82.9,21.9,19.7,26.5,81.1
2020-07-12,129.8,53.8,77.5,22,17.6,28.4,73.3
2020-07-11,151.7,62.9,90.6,17.9,14.8,21.8,71
2020-07-10,136.7,56.7,81.7,19.7,16.6,24.5,64.3
2020-07-09,127.1,52.7,75.9,21.2,17.6,28,63
2020-07-08,137.4,57,82.1,22.6,16.5,30,57.3
2020-07-07,125.1,51.9,74.7,20.7,14.6,27.6,65.6
2020-07-06,127.7,53,76.3,18.7,14.2,23.4,62.8
2020-07-05,36.3,15,21.7,17.4,11.8,23.9,68.5
2020-07-04,127.7,53,76.3,16.2,12.7,22.9,81.9
2020-07-03,108.7,45.1,64.9,16.6,13.7,21.3,81
2020-07-02,103.2,42.8,61.6,17.1,14.3,20.2,84.8
2020-07-01,125.9,52.2,75.2,20.1,16.6,25,66.1
2020-06-30,134.6,55.8,80.4,18.5,14.8,22.7,68.5
2020-06-29,127.1,52.7,75.9,17.4,10.9,22.9,56.1
2020-06-28,112.7,46.7,67.3,14.4,9.2,20.1,60.4
2020-06-27,111.6,46.3,66.6,13,10.1,17.1,73.6
2020-06-26,115.7,48,69.1,19.1,13.2,26.8,79.4
2020-06-25,150.1,62.2,89.7,19.1,14.6,24.9,80.1
2020-06-24,160.6,66.6,95.9,16.7,15,20.3,90.3
2020-06-23,141.3,58.6,84.4,16.1,14.1,20.2,81.4
2020-06-22,132.5,54.9,79.2,19.3,12.4,25.4,35.4
2020-06-21,131.2,54.4,78.4,16.1,10.2,21.8,47.3
2020-06-20,122.5,50.8,73.2,14.3,10.5,18.9,69.4
2020-06-19,128.4,53.2,76.7,16.5,12.4,22,61
2020-06-18,129.1,53.5,77.1,14.4,12.8,16.6,88.6
2020-06-17,120,49.7,71.7,14.2,12.7,16.8,94.4
2020-06-16,126.6,52.5,75.6,19.9,14.3,27.3,32.8
2020-06-15,147,60.9,87.8,20.7,14.9,26.5,32.5
2020-06-14,133,55.1,79.5,19.4,11.1,27.6,50
2020-06-13,141,58.5,84.2,16,13.1,19.3,67.9
2020-06-12,138.8,57.6,82.9,20.2,14.8,25.3,63.9
2020-06-11,145.5,60.3,86.9,21.8,17,27.4,68.8
2020-06-10,133.2,55.2,79.5,20.3,18,23.9,79.6
2020-06-09,120.4,49.9,71.9,20.2,16.4,26.2,73.6
2020-06-08,134.4,55.7,80.3,17.1,9.3,23.4,57.1
2020-06-07,120,49.7,71.7,14.9,9.3,21,48.6
2020-06-06,113.6,47.1,67.9,13.9,7.8,19.9,50
2020-06-05,115.3,47.8,68.9,12.9,8.7,18.3,49.8
2020-06-04,92,38.1,55,12.3,6.8,19,43.1
2020-06-03,101.1,41.9,60.4,13.1,9.9,17.1,54.4
2020-06-02,109.4,45.3,65.3,9.9,4.1,14.3,55.6
2020-06-01,117.9,48.9,70.4,7.9,2.9,12.8,47.8
2020-05-31,106.6,44.2,63.7,6,4.1,8.3,46.8
2020-05-30,98.3,40.8,58.7,7.4,4.8,10.4,49
2020-05-29,89.9,37.3,53.7,10,7.6,13.1,73
2020-05-28,84.3,34.9,50.3,12.3,9.5,15.5,75.8
2020-05-27,86,35.7,51.4,13.5,8.5,19.6,67.9
2020-05-26,88.3,36.6,52.7,12.5,10.4,15.4,77.8
2020-05-25,103.2,42.8,61.6,16,8.9,23.8,39.9
2020-05-24,95,39.4,56.7,13.2,7.2,20.2,39.8
2020-05-23,89.7,37.2,53.6,13,7.6,19.6,46.8
2020-05-22,76.7,31.8,45.8,12.4,4.3,20.4,39.4
2020-05-21,71.3,29.6,42.6,9.9,4.4,15.6,58.6
2020-05-20,98,40.6,58.5,9.9,6.2,16,63.8
2020-05-19,98,40.6,58.5,10.7,5.8,16.8,52.6
2020-05-18,86.5,35.8,51.6,8.9,4.3,14.7,44.6
2020-05-17,83.8,34.7,50.1,9.4,5.2,14.2,25.5
2020-05-16,99,41,59.1,10.6,6,16.8,56.6
2020-05-15,83.8,34.7,50.1,9.3,2.9,16.1,38.3
2020-05-14,36.3,15,21.6,7.2,1.9,13.7,29.5
2020-05-13,85.6,35.5,51.1,8.9,5,13.3,36.4
2020-05-12,76.7,31.8,45.8,10,5.3,16.3,53.8
2020-05-11,75.9,31.5,45.3,9.3,3.4,15.5,41.4
2020-05-10,102.1,42.3,61,11.3,6,17.4,35.6
2020-05-09,106.5,44.1,63.6,11.9,4.7,18.6,34.5
2020-05-08,99.5,41.2,59.4,10.2,4.3,16.9,38.4
2020-05-07,36.3,15,21.6,8.7,1.3,16.1,30.6
2020-05-06,103.7,43,62,7.7,4.5,12.8,17.9
2020-05-05,112.7,46.7,67.3,11.9,6.7,15.8,56.4
2020-05-04,104.3,43.2,62.3,14.8,8.1,20.6,53.8
2020-05-03,103.7,43,62,12.5,6.1,19.2,33.6
2020-05-02,88.3,36.6,52.7,11.4,5.3,17.9,35
2020-05-01,78.7,32.6,47,10.6,5.4,17,37.9
2020-04-30,74.7,31,44.6,11,6.1,16.5,37.5
2020-04-29,36.3,15,21.6,12.8,7.9,19.5,56.5
2020-04-28,68.8,28.5,41.1,8.8,3.1,14,39.6
2020-04-28,68.8,28.5,41.1,9.1,5.8,12.1,49
2020-04-27,71.7,29.7,42.8,10,2.7,17,45.8
2020-04-27,36.3,15,21.6,6.6,3.1,12.3,65.8
2020-04-26,36.3,15,21.6,3.6,-2.1,9.1,42.4
2020-04-26,60.7,25.1,36.2,4,0.2,8.5,48.3
2020-04-25,54.7,22.7,32.7,3.6,-2.7,8.6,48.1
2020-04-25,36.3,15,21.6,4.9,-0.1,8.7,41
2020-04-24,36.3,15,21.6,6.8,0.2,13.3,49.8
2020-04-24,36.3,15,21.6,3.8,0,8.3,41.8
2020-04-23,36.3,15,21.6,6.4,3.2,10.8,78.4
2020-04-23,36.3,15,21.6,11.1,4.8,17.6,37.6
2020-04-22,36.3,15,21.6,9.3,2.3,16.9,43.8
2020-04-22,36.3,15,21.6,7,1.3,14.2,39.5
2020-04-21,36.3,15,21.6,3.7,-2.5,10.1,46.8
2020-04-21,36.3,15,21.6,1.4,-2.8,6.3,47.5
2020-04-20,36.3,15,21.6,2.2,-1.3,4.6,53.4
2020-04-20,36.3,15,21.6,4.8,0.3,10.5,57
2020-04-19,36.3,15,21.6,3.4,0,7.6,55.3
2020-04-19,36.3,15,21.6,5.8,3.2,10.1,71.8
2020-04-18,36.3,15,21.6,7.7,4.5,13,68.6
2020-04-18,36.3,15,21.6,4.5,3.6,5.9,79.4
2020-04-17,36.3,15,21.6,6.1,1.3,12.5,54
2020-04-17,36.3,15,21.6,6.4,2.8,10.4,59.6
2020-04-16,36.3,15,21.6,6.7,4.7,9.4,73.5
2020-04-16,36.3,15,21.6,7,0.8,12.2,51.8
2020-04-15,36.3,15,21.6,2.5,-2.5,8,48.6
2020-04-15,36.3,15,21.6,4,0,7.9,62
2020-04-14,36.3,15,21.6,6.7,2.1,10.9,66.3
2020-04-14,36.3,15,21.6,4.6,-0.6,10.8,62.6
2020-04-13,36.3,15,21.6,1,-4.4,6.4,56.8
2020-04-13,36.3,15,21.6,-4.1,-8.3,1.3,44
2020-04-12,36.3,15,21.6,-5.9,-7.1,-3.9,64.3
2020-04-12,36.3,15,21.6,-1.4,-4.3,7.7,81.1
2020-04-11,36.3,15,21.6,9.8,6.2,15.6,63
2020-04-11,36.3,15,21.6,8.1,3.2,14.7,70.3
2020-04-10,36.3,15,21.6,6.5,4.9,8.7,84.8
2020-04-10,36.3,15,21.6,7.4,6.5,8.2,73.4
2020-04-09,36.3,15,21.6,6.8,-0.5,14.6,37
2020-04-09,36.3,15,21.6,4,-0.7,9.6,49.4
2020-04-08,36.3,15,21.6,-0.5,-5.6,4.1,51.1
2020-04-08,36.3,15,21.6,-0.1,-2.3,3.7,48.1
2020-04-07,36.3,15,21.6,-1.7,-7.2,2.2,45.1
2020-04-07,36.3,15,21.6,-6.4,-11.8,0.4,36.4
2020-04-06,36.3,15,21.6,-8.3,-11,-4.9,37.3
2020-04-06,36.3,15,21.6,-1.6,-6,3.9,50.3
2020-04-05,36.3,15,21.6,-0.4,-2.9,3,43.6
2020-04-05,36.3,15,21.6,1.5,-2.1,5.3,52.3
2020-04-04,36.3,15,21.6,2.6,-1.2,7.6,66.6
2020-04-04,36.3,15,21.6,3.9,1.4,8.9,59.6
2020-04-03,36.3,15,21.6,5.2,1.4,10.4,47
2020-04-03,36.3,15,21.6,6,3.2,9.6,46.4
2020-04-02,36.3,15,21.6,6.8,4.3,9.9,49.4
2020-04-02,36.3,15,21.6,5.9,4.8,7.5,48.1
2020-04-01,36.3,15,21.6,5.5,-0.2,11.9,56.3
2020-04-01,36.3,15,21.6,4.3,0.6,8.8,63.1
2020-03-31,36.3,15,21.6,2.8,-1.3,7.4,63
2020-03-31,36.3,15,21.6,4.6,0,9.9,49.3
2020-03-30,36.3,15,21.6,3,-0.1,7.8,36
2020-03-30,36.3,15,21.6,-0.4,-5.6,5.5,36.9
2020-03-29,36.3,15,21.6,0.7,-3.3,5.5,46.8
2020-03-29,36.3,15,21.6,1.9,-0.4,5.3,62.8
2020-03-28,36.3,15,21.6,0.3,-4.1,5.9,48.1
2020-03-28,36.3,15,21.6,-0.6,-4.8,4.9,43.9
2020-03-27,36.3,15,21.6,-1.7,-5.5,3.2,43
2020-03-27,36.3,15,21.6,-2.7,-6.4,2.2,44.8
2020-03-26,36.3,15,21.6,-2.3,-5.7,2.6,45.3
2020-03-26,36.3,15,21.6,-2.9,-4.7,0.2,51
2020-03-25,36.3,15,21.6,-1,-3.5,2.8,61.5
2020-03-25,36.3,15,21.6,-0.1,-2.6,3.9,60.9
2020-03-24,36.3,15,21.6,-0.6,-4.3,4.2,62.9
2020-03-24,36.3,15,21.6,-1.2,-3.1,2,65.3
2020-03-23,36.3,15,21.6,2.4,-0.4,8.9,86.1
2020-03-23,36.3,15,21.6,6.3,4.2,7.7,95
2020-03-22,36.3,15,21.6,3.1,0.6,4.6,65.4
2020-03-22,36.3,15,21.6,1.3,-3.2,6.6,45.6
2020-03-21,36.3,15,21.6,1.2,-2.8,6.1,50.8
2020-03-21,36.3,15,21.6,-0.1,-3.4,4.6,56.9
2020-03-20,36.3,15,21.6,1,-0.7,3.8,65.4
2020-03-20,36.3,15,21.6,-2.2,-6.5,0.3,64.4
2020-03-19,36.3,15,21.6,-7.9,-10.9,-4.5,39.3
2020-03-19,36.3,15,21.6,2.7,-5.7,6.8,70.3
2020-03-18,36.3,15,21.6,3.8,1.1,6.2,52.5
2020-03-18,36.3,15,21.6,1.1,-3.6,6.1,47.6
2020-03-17,36.3,15,21.6,-1.7,-4.6,2.6,45.4
2020-03-17,36.3,15,21.6,2,-2.4,4.1,59
2020-03-16,36.3,15,21.6,2,-2.7,6.6,60.8
2020-03-16,36.3,15,21.6,0.8,-2.9,6.5,67.9
2020-03-15,36.3,15,21.6,3.4,0.3,5.2,80.4
2020-03-15,36.3,15,21.6,4.1,0.3,8.4,63.4
2020-03-14,36.3,15,21.6,-1.2,-5.1,1.5,68.1
2020-03-14,36.3,15,21.6,-1.1,-3.5,2,45.3
2020-03-13,36.3,15,21.6,-0.8,-4.5,3.1,47.8
2020-03-13,36.3,15,21.6,0.8,-1.7,5.2,64.6
2020-03-12,36.3,15,21.6,7.7,3.2,10.2,81.4
2020-03-12,36.3,15,21.6,7.8,2.1,12.9,58.9
2020-03-11,36.3,15,21.6,5.3,0.4,11,52.5
2020-03-11,36.3,15,21.6,2.7,-0.1,6.4,58.3
2020-03-10,36.3,15,21.6,2.1,-3.7,5.9,53.6
2020-03-10,36.3,15,21.6,-0.7,-3.5,3.4,45.4
2020-03-09,36.3,15,21.7,6.3,0.1,9.8,62
2020-03-09,36.3,15,21.7,8.1,6,10.8,82.3
2020-03-08,36.7,15.2,21.9,3.2,-1.3,8,56.8
2020-03-08,36.7,15.2,21.9,-0.9,-5.5,4.9,65.1
2020-03-07,36.3,15,21.7,-2.4,-5.5,1.2,65
2020-03-07,36.3,15,21.7,-5.9,-10.6,-1,34.5
2020-03-06,36.3,15,21.6,-4.4,-8.5,-0.2,31.9
2020-03-06,36.3,15,21.6,2,-2,7.2,41.6
2020-03-05,36.3,15,21.6,0.5,-5,4.2,61.3
2020-03-05,36.3,15,21.6,-0.1,-3.2,2.8,48
2020-03-04,36.5,15.1,21.8,4.6,2.3,6.2,79.4
2020-03-04,36.5,15.1,21.8,4.1,-1.4,9.3,42.6
2020-03-03,36.3,15,21.6,1.5,-3.4,6.9,42.8
2020-03-03,36.3,15,21.6,3.5,-0.6,10.4,52.4
2020-03-02,36.3,15,21.6,3.1,0.3,6.8,50.8
2020-03-02,36.3,15,21.6,6.6,1.2,13.7,64
2020-03-01,36.3,15,21.6,1.9,-1.2,6,62.1
2020-03-01,36.3,15,21.6,9.8,4.6,15.6,74.6
2020-02-29,36.3,15,21.6,12.1,7.7,17.7,52
2020-02-29,36.3,15,21.6,9.7,3,17.3,34.1
2020-02-28,36.3,15,21.6,4.2,-2.3,9,37.4
2020-02-28,36.3,15,21.6,0.5,-4.6,6.3,35.5
2020-02-27,36.3,15,21.6,0.2,-3.5,4,48
2020-02-27,36.3,15,21.6,4.6,0.4,12.7,59.8
2020-02-26,36.3,15,21.6,8.3,5.6,10.5,79.4
2020-02-26,36.3,15,21.6,6.8,3.8,12.7,81.3
2020-02-25,36.3,15,21.6,5.6,1.4,7.6,87.4
2020-02-25,36.3,15,21.6,1.3,-2.5,5,30.6
2020-02-24,36.3,15,21.6,7.2,3,11.3,72.3
