모기지수 발생일,모기지수(수변부),모기지수(주거지),모기지수(공원),평균기온(°C),최저기온(°C),최고기온(°C),평균상대습도
2019-01-11,5.5,5.5,5.5,18.9,13.2,25,47.6
2019-01-10,5.5,5.5,5.5,19.4,16.2,24.8,47.9
2019-01-09,5.5,5.5,5.5,17.8,10.8,24.3,48
2019-01-08,5.5,5.5,5.5,17.6,14.2,22.1,48.3
2019-01-07,5.5,5.5,5.5,19.4,15.6,25.3,52.9
2019-01-06,5.5,5.5,5.5,20.8,17.2,25.5,62.3
2019-01-05,5.5,5.5,5.5,19.4,17.6,21.9,85.8
2019-01-04,5.5,5.5,5.5,19,17.8,20.1,82.4
2019-01-03,5.5,5.5,5.5,22.1,18.9,26.6,59.1
2019-01-02,5.5,5.5,5.5,22,17.7,26.5,59.8
2019-01-01,5.5,5.5,5.5,22.3,18.5,27.7,64.3
2018-12-31,5.5,5.5,5.5,22.2,21,23.9,83.6
2018-12-30,5.5,5.5,5.5,23.3,21,26,76
2018-12-29,5.5,5.5,5.5,23.5,20.3,26.8,66.9
2018-12-28,5.5,5.5,5.5,23.5,20.3,28.3,63.5
2018-12-27,5.5,5.5,5.5,22.8,16.8,28.2,52
2018-12-26,5.5,5.5,5.5,21.6,16.8,26.1,48.1
2018-12-25,5.5,5.5,5.5,22.9,18.6,28.4,49.5
2018-12-24,5.5,5.5,5.5,22.2,15.6,28.9,49
2018-12-23,5.5,5.5,5.5,21.7,15.9,27.7,48.8
2018-12-22,5.5,5.5,5.5,22,19.1,25.5,54.6
2018-12-21,5.5,5.5,5.5,24.1,20.9,28.2,69.9
2018-12-20,5.5,5.5,5.5,24,19.6,28.5,63.5
2018-12-19,5.5,5.5,5.5,23.2,20,27.8,69.4
2018-12-18,5.5,5.5,5.5,23.3,21.4,25.8,85.3
2018-12-17,5.5,5.5,5.5,25.1,20.1,29.6,55.8
2018-12-16,5.5,5.5,5.5,25.5,20.8,30.9,59.4
2018-12-15,5.5,5.5,5.5,25.6,22.8,30.3,67.4
2018-12-14,5.5,5.5,5.5,25.3,23.9,28.2,80.9
2018-12-13,5.5,5.5,5.5,25.2,22.7,27.4,86
2018-12-12,5.5,5.5,5.5,23.7,22.5,26.1,92.4
2018-12-11,5.5,5.5,5.5,22.7,20.2,24.9,91
2018-12-10,5.5,5.5,5.5,23.2,20.3,29,70
2018-12-09,5.5,5.5,5.5,25.2,22.7,29.3,68
2018-12-08,5.5,5.5,5.5,24.4,23.2,26.3,86.3
2018-12-07,5.5,5.5,5.5,29.4,25.7,32.2,59.1
2018-12-06,5.5,5.5,5.5,30.7,23.4,37.6,54.1
2018-12-05,5.5,5.5,5.5,26.6,23.4,31,71.4
2018-12-04,5.5,5.5,5.5,29.1,25.1,33.3,55.6
2018-12-03,5.5,5.5,5.5,28.2,23,34.4,50.6
2018-12-02,5.5,5.5,5.5,26.7,21.5,32.1,44.6
2018-12-01,5.5,5.5,5.5,27.2,21.7,33.8,39.8
2018-11-30,5.5,5.5,5.5,29.9,24.1,35.6,51
2018-11-29,5.5,5.5,5.5,31.7,28.3,38,59.5
2018-11-28,5.5,5.5,5.5,31.7,27.7,37.2,58.3
2018-11-27,5.5,5.5,5.5,30.5,26.7,34.4,68.6
2018-11-26,5.5,5.5,5.5,30.6,27.2,35.3,61.3
2018-11-25,5.5,5.5,5.5,31,26.4,36,55.8
2018-11-24,5.5,5.5,5.5,30.7,25.7,36.8,60.9
2018-11-23,5.5,5.5,5.5,28.8,27.1,32.5,76.3
2018-11-22,5.5,5.5,5.5,31,27.6,35.3,64.8
2018-11-21,5.5,5.5,5.5,30.5,26.8,35.9,63.4
2018-11-20,5.5,5.5,5.5,30.5,28.3,35.3,71.6
2018-11-19,5.5,5.5,5.5,30,27.2,33.9,71.8
2018-11-18,5.5,5.5,5.5,31.1,28,34.9,60.6
2018-11-17,5.5,5.5,5.5,33.1,30,37.9,55.3
2018-11-08,5.5,5.5,5.5,33.7,30.3,37.9,54.4
2018-10-29,34.6,34.6,34.6,33.6,27.8,39.6,55.5
2018-10-26,62.6,62.6,62.6,32.6,27.8,38.3,50.5
2018-10-22,63.7,63.7,63.7,31.7,26.2,36.9,50.9
2018-10-21,60.9,60.9,60.9,31.3,26.4,36.7,52.4
2018-10-19,39.1,39.1,39.1,29.5,28,35.2,77.1
2018-10-16,38,38,38,30.9,27.2,35.4,69.3
2018-10-15,38,38,38,30.1,27.3,33.7,68.8
2018-10-08,155.4,155.4,155.4,30.1,27.7,34.1,66.3
2018-10-07,157.6,157.6,157.6,31.4,27.2,36.8,59.5
2018-10-06,163.2,163.2,163.2,31.7,29.2,35.7,53.8
2018-10-05,167.1,167.1,167.1,31.8,25.3,38,49.6
2018-10-04,167.7,167.7,167.7,30.6,24.9,36.9,53.6
2018-10-03,172.1,172.1,172.1,29.5,24.6,34.7,62.6
2018-10-02,191.1,191.1,191.1,28.7,23.2,34.1,64.1
2018-10-01,197.3,197.3,197.3,28.2,23.7,33.2,64.8
2018-09-30,526.3,526.3,526.3,28.1,23.9,32.1,66.5
2018-09-29,539.1,539.1,539.1,28.7,24,34,64.3
2018-09-28,518.5,518.5,518.5,28.3,24.5,33.2,69.6
2018-09-27,518.5,518.5,518.5,27.9,24.6,31.9,69.6
2018-09-26,568.7,568.7,568.7,27.3,24.7,30.9,74.8
2018-09-25,422,422,422,26.6,25.1,28.2,82.4
2018-09-24,391.7,391.7,391.7,26.8,24.4,29.5,82.9
2018-09-23,363.2,363.2,363.2,23.7,20.4,26.5,87.8
2018-09-22,405.2,405.2,405.2,20.8,20.1,24.2,82.3
2018-09-21,447.3,447.3,447.3,23.3,17.7,28.1,51.5
2018-09-20,515.5,515.5,515.5,23.7,19.5,29.2,51.4
2018-09-19,520.4,520.4,520.4,23.9,21.5,27.1,57.8
2018-09-18,508.6,508.6,508.6,25.3,23.4,29,72.8
2018-09-17,517.5,517.5,517.5,27.3,24,31.8,69.6
2018-09-16,543.1,543.1,543.1,27.4,22.5,32.6,74.4
2018-09-15,522.4,522.4,522.4,22.6,20.6,25.3,95.4
2018-09-14,489.3,489.3,489.3,21.9,21,22.8,94.6
2018-09-13,514.5,514.5,514.5,24.4,21.6,27.9,83.8
2018-09-12,516.5,516.5,516.5,24.7,21.9,29.1,78.5
2018-09-11,530.3,530.3,530.3,23.3,20.6,27.3,85.1
2018-09-10,544.1,544.1,544.1,22.3,19.1,25.5,81.9
2018-09-09,546,546,546,22.3,20.2,26.9,88.3
2018-09-08,580.5,580.5,580.5,27.1,21.3,32.9,57.1
2018-09-07,631.7,631.7,631.7,25.2,20.1,32.1,62.8
2018-09-06,617,617,617,24.5,20.9,28.9,50.6
2018-09-05,664.2,664.2,664.2,25,18.2,32,45.1
2018-09-04,645.5,645.5,645.5,23.7,19.4,28.7,60.1
2018-09-03,599.2,599.2,599.2,22.7,19.1,28.4,68.1
2018-09-02,527.3,527.3,527.3,22.4,19.1,27.2,61.3
2018-09-01,508.6,508.6,508.6,24.8,19.9,30.8,54.9
2018-08-31,513.5,513.5,513.5,22.8,18.9,27.5,66.9
2018-08-30,479.2,479.2,479.2,22.5,16.3,28.7,56.4
2018-08-29,396.8,396.8,396.8,21.7,17.2,27,60.8
2018-08-28,351.4,351.4,351.4,21.6,18.8,25.1,74.9
2018-08-27,237,237,237,22,18.3,27,64
2018-08-26,349.7,349.7,349.7,21.3,16.6,27.1,65.5
2018-08-25,257.2,257.2,257.2,20.2,18,23.9,67.3
2018-08-24,197.3,197.3,197.3,21.3,18.3,24.9,59.9
2018-08-23,195.6,195.6,195.6,23.7,18.9,30.1,60.6
2018-08-22,161.5,161.5,161.5,21.9,18.5,27,68
2018-08-21,116.2,116.2,116.2,22.2,17.8,29.4,69.3
2018-08-20,105.6,105.6,105.6,23,18.4,27.9,62.9
2018-08-19,98.3,98.3,98.3,23.7,17.7,29.2,52.5
2018-08-18,89.9,89.9,89.9,22.6,18.9,27.5,50.1
2018-08-17,82.1,82.1,82.1,24,16.9,30.8,39.4
2018-08-16,91.6,91.6,91.6,23.4,17.6,30.1,44.5
2018-08-15,97.2,97.2,97.2,23.8,17.5,30.2,50.4
2018-08-14,102.8,102.8,102.8,20.9,14.2,27.6,58.9
2018-08-13,96.7,96.7,96.7,20.2,15.8,24.7,69.8
2018-08-12,102.2,102.2,102.2,21.4,19.1,25.9,69.3
2018-08-11,111.8,111.8,111.8,22.3,16.2,29.1,49.8
2018-08-10,87.7,87.7,87.7,20.3,17.3,24.7,47.4
2018-08-09,69.3,69.3,69.3,21.8,14,29.6,50.1
2018-08-08,53.1,53.1,53.1,19.7,13.8,26.2,47.4
2018-08-07,44.7,44.7,44.7,18.3,11.2,23.7,47.4
2018-08-06,53.1,53.1,53.1,17.3,13.6,23.3,57.1
2018-08-05,50.3,50.3,50.3,18.1,15.4,23.2,75.5
2018-08-04,49.1,49.1,49.1,17.8,11.3,23.7,43.9
2018-08-03,50.8,50.8,50.8,17,11.5,22.6,32.1
2018-08-02,63.7,63.7,63.7,17.6,10.3,24.7,47.5
2018-08-01,81,81,81,16.3,12.2,19.3,86.8
2018-07-31,1000,1000,1000,20.9,18.8,23.5,97
2018-07-30,1000,1000,1000,22.3,21.8,24.4,93.8
2018-07-29,1000,1000,1000,23.2,15.4,29.3,56.4
2018-07-28,1000,1000,1000,18.2,11.9,24.5,71.4
2018-07-27,1000,1000,1000,15.8,12.7,20,82.5
2018-07-26,1000,1000,1000,14.2,11.8,16.1,89.3
2018-07-25,1000,1000,1000,16.1,11.9,21.3,59.8
2018-07-24,1000,1000,1000,15.4,11.3,21.4,67.4
2018-07-23,1000,1000,1000,15.7,9.2,21.8,50.4
2018-07-22,1000,1000,1000,17.5,11.6,22.9,50.9
2018-07-21,1000,1000,1000,19.2,14,25.5,60.3
2018-07-20,1000,1000,1000,16.6,15,20.7,86.4
2018-07-19,1000,1000,1000,18.3,11.6,24.6,46.8
2018-07-18,1000,1000,1000,14.1,8.8,20,45.5
2018-07-17,739.1,739.1,739.1,11.2,6.9,14.7,62.4
2018-07-16,669.2,669.2,669.2,15.1,8.7,19.7,90.4
2018-07-15,536.2,536.2,536.2,20.4,17.8,23.3,72.8
2018-07-14,539.1,539.1,539.1,19.2,14.1,25,61.6
2018-07-13,540.1,540.1,540.1,16.2,9.4,22.9,43.1
2018-07-12,539.1,539.1,539.1,15.4,10.5,21.7,49
2018-07-11,533.2,533.2,533.2,15.7,9.7,23.3,52.9
2018-07-10,524.4,524.4,524.4,14.9,10,22.1,51.9
2018-07-09,524.4,524.4,524.4,14.6,5.7,23.3,37.8
2018-07-08,720.4,720.4,720.4,12.1,8.9,16.1,63.3
2018-07-07,739.1,739.1,739.1,9.3,8.4,10.7,93.9
2018-07-06,741.1,741.1,741.1,15.5,10.7,21,57.4
2018-07-05,602.2,602.2,602.2,18.7,12.3,25.6,32
2018-07-04,614,614,614,18.4,11,26.3,46
2018-07-03,637.6,637.6,637.6,14,7.4,20.5,38.8
2018-07-02,615,615,615,12.4,6.2,19.3,35.4
2018-07-01,602.2,602.2,602.2,12.9,6.8,20.1,37.9
2018-06-30,869.9,869.9,869.9,11.6,4.9,18.8,41.9
2018-06-29,817,817,817,9.5,5.6,14.2,65.5
2018-06-28,766.3,766.3,766.3,9,7.5,14.8,78.8
2018-06-27,974.7,974.7,974.7,14.6,8.3,19.3,22.9
2018-06-26,1000,1000,1000,13.3,6.8,19.6,30.5
2018-06-25,969.2,969.2,969.2,12.6,8.7,17.3,49.4
2018-06-24,793.8,793.8,793.8,15.1,6.9,21.9,51
2018-06-23,654.4,654.4,654.4,7.9,0.1,15.4,57.9
2018-06-22,610.1,610.1,610.1,3.9,0.6,7.9,59.6
2018-06-22,,,,4.2,1.4,8.6,45.5
2018-06-21,,,,5.8,3,8.6,71.6
2018-06-21,460.7,460.7,460.7,7.6,6.7,9.5,90.6
2018-06-20,,,,13.4,9.5,18.2,67
2018-06-20,470.8,470.8,470.8,17.8,14.9,21.2,72.9
2018-06-19,507.6,507.6,507.6,18.4,14.9,23.7,64
2018-06-19,,,,15.6,11.7,18.5,68.8
2018-06-18,,,,14,9.3,20.1,52.9
2018-06-18,395.1,395.1,395.1,14.8,9.8,21.9,55.6
2018-06-17,346.3,346.3,346.3,15.4,11.8,21.1,66.3
2018-06-17,,,,14,9.4,19,66.4
2018-06-16,,,,13.3,7.7,20,61.1
2018-06-16,380,380,380,11,5.3,18.1,64.5
2018-06-15,,,,9.6,4.6,16.9,65.6
2018-06-15,415.3,415.3,415.3,7.6,4,13.1,61.9
2018-06-14,492.7,492.7,492.7,6.1,1.8,12.5,55.3
2018-06-14,,,,4.9,0.6,11.6,61.5
2018-06-13,465.8,465.8,465.8,2.1,1.1,5.3,64.1
2018-06-12,445.6,445.6,445.6,4.7,1.6,9.1,39.9
2018-06-12,445.6,445.6,445.6,8,6.2,10.4,64.5
2018-06-11,563.8,563.8,563.8,8.2,5.4,12.5,55.9
2018-06-10,566.7,566.7,566.7,6.6,0.5,14,48
2018-06-09,576.6,576.6,576.6,7.1,3.6,12.2,46.9
2018-06-08,613,613,613,12.4,8.4,16.6,92.1
2018-06-08,613,613,613,17,13.6,22.1,58.8
2018-06-07,644.5,644.5,644.5,12.4,5.2,18.8,60.5
2018-06-06,564.8,564.8,564.8,8,2.2,15.5,45.8
2018-06-05,508.6,508.6,508.6,6.4,2.7,12.2,51.3
2018-06-04,464.1,464.1,464.1,4.6,0.7,9.7,65.8
2018-06-03,525.4,525.4,525.4,4.5,1.4,9.6,63.3
2018-06-02,459,459,459,4.6,2.7,9.7,76
2018-06-01,413.6,413.6,413.6,6.4,2.2,10.7,54
2018-05-31,274,274,274,4.5,-1.1,10.9,46.8
2018-05-30,455.7,455.7,455.7,5.5,1.3,11.4,67.5
2018-05-29,297.6,297.6,297.6,9.8,7.6,11.9,89.1
2018-05-28,430.4,430.4,430.4,7.9,-0.1,16.2,38.1
2018-05-27,502.7,502.7,502.7,-0.7,-6.7,5.4,34
2018-05-26,160.9,160.9,160.9,-0.2,-4.3,3,61.9
2018-05-25,101.7,101.7,101.7,4.6,1.8,7.8,73.3
2018-05-24,167.1,167.1,167.1,4.2,0.6,6.9,48.8
2018-05-23,230.3,230.3,230.3,3.1,-3.2,10.4,43.1
2018-05-22,220.8,220.8,220.8,1.9,-1.6,7.9,40.6
2018-05-21,183.3,183.3,183.3,2.4,-1.1,7.2,49.4
2018-05-20,98.3,98.3,98.3,4.2,-0.3,8.6,81.1
2018-05-19,130.8,130.8,130.8,1.3,-3.9,5.4,59
2018-05-18,125.2,125.2,125.2,-0.9,-4.5,4.4,31.5
2018-05-17,164.3,164.3,164.3,0.9,-2.4,5.5,41
2018-05-16,81.6,81.6,81.6,1.8,-1.9,6.8,48.6
2018-05-15,71.5,71.5,71.5,-0.4,-4.9,5.2,26.9
2018-05-14,84.9,84.9,84.9,-3,-7.1,1.4,25.6
2018-05-13,93.3,93.3,93.3,-1.1,-5.5,4.9,40.1
2018-05-12,135.8,135.8,135.8,-0.7,-3.7,4,28
2018-05-11,77.1,77.1,77.1,3.5,-0.7,8.7,51
2018-05-10,15,15,15,-0.8,-7.4,4.3,54.5
2018-05-09,17.3,17.3,17.3,-5.8,-9.6,-1.8,40.8
2018-05-08,24,24,24,-6.1,-9.5,-2.2,42.5
2018-05-07,30.7,30.7,30.7,-0.5,-6.9,3.2,47.4
2018-05-06,32.4,32.4,32.4,0.4,-5.3,6.1,43.9
2018-05-05,19.5,19.5,19.5,-4.4,-9.7,2,43.3
2018-05-04,13.4,13.4,13.4,-8,-13.4,-1.6,39.8
2018-05-03,73.7,73.7,73.7,-10.1,-12.8,-5.8,36.5
2018-05-02,50.3,50.3,50.3,-9.4,-11.8,-5.1,37.8
2018-05-01,24,24,24,-9.5,-12.8,-5.2,40.9
2018-04-30,25.1,25.1,25.1,-7.3,-10.4,-2.1,47
2018-04-29,25.7,25.7,25.7,-2.4,-7.6,3.8,51.1
2018-04-28,32.9,32.9,32.9,-4,-8.8,1.2,44.1
2018-04-27,41.9,41.9,41.9,-2.6,-5.2,0,54.5
2018-04-26,45.2,45.2,45.2,-5.3,-11.4,-0.8,62
2018-04-25,24,24,24,-8.5,-11.6,-4.7,35
2018-04-24,19,19,19,-6.3,-9.3,-1.2,36
2018-04-23,16.7,16.7,16.7,-9.9,-15.9,-3.5,37.4
2018-04-22,20.1,20.1,20.1,-14.8,-17.8,-10.7,34.9
2018-04-21,19.5,19.5,19.5,-14,-16.4,-9.5,32.6
2018-04-20,17.8,17.8,17.8,-14.2,-16.3,-10.7,31.6
2018-04-19,18.4,18.4,18.4,-11.7,-14.6,-5.3,42
2018-04-18,20.1,20.1,20.1,0.2,-5.3,4,56.5
2018-04-17,20.6,20.6,20.6,0.4,-3.7,5.5,36.6
2018-04-16,0.5,0.5,0.5,2.2,-1,6.9,57.6
2018-04-15,0.5,0.5,0.5,1,-2.5,5.5,43
2018-04-14,0.5,0.5,0.5,2.1,0.3,4.5,59.6
2018-04-13,0.5,0.5,0.5,4.5,2.4,8.7,64.1
2018-04-12,1.1,1.1,1.1,3.5,0.1,6.8,59.1
2018-04-11,1.1,1.1,1.1,4.7,1.8,7.7,63.9
2018-04-10,0.5,0.5,0.5,0.6,-4.4,5.4,64.1
2018-04-09,1.6,1.6,1.6,-4.4,-6.6,-1.2,67.3
2018-04-08,1.6,1.6,1.6,-10.2,-15.3,-5.4,35.4
2018-04-07,1.6,1.6,1.6,-11.1,-13.6,-7.4,49.8
2018-04-06,10.6,10.6,10.6,-7.5,-10.3,-4.8,52
2018-04-05,62,62,62,-4.2,-6.1,-1.2,59.4
2018-04-04,109.5,109.5,109.5,1.3,-1.2,4,51.9
2018-04-03,87.7,87.7,87.7,-0.8,-5.7,2.8,42.1
2018-04-02,17.8,17.8,17.8,-2.8,-6.8,2.9,45.8
2018-04-01,10,10,10,-3,-5.6,1.6,48.4
2018-03-31,5.5,5.5,5.5,-4.7,-8.7,-0.7,43
2018-03-30,5.5,5.5,5.5,-4.7,-7.1,-0.4,42.3
2018-03-29,5.5,5.5,5.5,-1.8,-4.3,1.8,42
2018-03-28,5.5,5.5,5.5,-1.3,-5.1,3.8,39.1
2018-03-27,5.5,5.5,5.5,-0.3,-3.2,3.3,54.4
2018-03-26,5.5,5.5,5.5,1.4,-1.2,4.5,79.5
2018-03-25,5.5,5.5,5.5,2.1,-0.4,6,67
2018-03-25,5.5,5.5,5.5,-2.1,-6.8,0.8,47
2018-03-24,5.5,5.5,5.5,-6.9,-10.3,-2.6,31.4
2018-03-23,5.5,5.5,5.5,-3.8,-7.9,-1.1,41.8
2018-03-22,5.5,5.5,5.5,-2.1,-4.9,0.6,43.1
2018-03-21,5.5,5.5,5.5,2.9,-0.6,5.7,82
2018-03-20,5.5,5.5,5.5,6.1,5,8.7,75.8
2018-03-19,5.5,5.5,5.5,3.4,-1.9,6.6,66.6
2018-03-18,5.5,5.5,5.5,-0.9,-5.6,4.6,71.4
2018-03-17,5.5,5.5,5.5,-3.9,-8.5,-0.1,68
2018-03-16,5.5,5.5,5.5,-3.9,-6.5,-1,49.4
2018-03-15,5.5,5.5,5.5,-1.6,-5.9,3.3,80
2018-03-14,5.5,5.5,5.5,-6.7,-10.8,-2.3,38.1
2018-03-13,5.5,5.5,5.5,-5.7,-8.1,-2.6,43.1
2018-03-12,5.5,5.5,5.5,-3,-7.5,0.9,52.6
2018-03-11,5.5,5.5,5.5,-6.6,-11.2,-1.9,42.9
2018-03-10,5.5,5.5,5.5,-8.7,-12,-4.4,42
2018-03-09,5.5,5.5,5.5,-9.4,-12.3,-5.2,41.9
2018-03-08,5.5,5.5,5.5,-7,-11,-2.5,40.5
2018-03-07,5.5,5.5,5.5,1.1,-2.5,6.7,67.9
2018-03-06,5.5,5.5,5.5,-0.5,-5.6,5.4,46.1
2018-03-05,5.5,5.5,5.5,-3.8,-7.1,-0.5,41.3
2018-03-04,5.5,5.5,5.5,0.7,-3.5,4.6,64.5
2018-03-03,5.5,5.5,5.5,0.2,-4.5,6,72.6
2018-03-02,5.5,5.5,5.5,-4.2,-8.2,-0.4,40.1
2018-03-01,5.5,5.5,5.5,-1.2,-6.1,4.5,48.1
2018-02-28,5.5,5.5,5.5,4.9,3.1,8.1,83.1
2018-02-27,5.5,5.5,5.5,1.9,-4.6,8.1,59.9
2018-02-26,5.5,5.5,5.5,-2.2,-7.6,3.1,49.4
2018-02-25,5.5,5.5,5.5,-2.4,-5.2,2.7,26.8
2018-02-24,5.5,5.5,5.5,3.2,-1.8,8.1,48.3
2018-02-23,5.5,5.5,5.5,6.4,1.3,11.2,64.1
2018-02-23,5.5,5.5,5.5,2.5,-2.9,9.5,53
2018-02-22,5.5,5.5,5.5,3.3,-0.3,7.6,71.6
2018-02-21,5.5,5.5,5.5,3,-3.3,7.3,77.6
2018-02-20,5.5,5.5,5.5,-0.4,-2.5,2.9,62.5
2018-02-19,5.5,5.5,5.5,0.9,-2.5,4.7,49.3
2018-02-18,5.5,5.5,5.5,4.3,0.6,10.8,54.8
2018-02-17,5.5,5.5,5.5,1.3,-4.2,8.1,55.6
2018-02-16,5.5,5.5,5.5,-0.4,-3.9,4.2,55.3
2018-02-15,5.5,5.5,5.5,-1.6,-6.6,3.5,37.8
2018-02-14,5.5,5.5,5.5,-2.1,-4.8,2.6,38.5
2018-02-13,5.5,5.5,5.5,3,-1.6,5.8,39.4
2018-02-12,5.5,5.5,5.5,1,-3.4,6.4,30.3
2018-02-11,5.5,5.5,5.5,3.2,-1.1,6.5,38.3
2018-02-10,5.5,5.5,5.5,7.5,2.9,11.4,42.5
2018-02-10,5.5,5.5,5.5,8.4,3.1,11.8,64.4
2018-02-09,5.5,5.5,5.5,5.3,0.3,11.4,57.1
2018-02-09,5.5,5.5,5.5,5.9,2.7,10.7,42.9
2018-02-08,5.5,5.5,5.5,9.8,5.3,15.9,56.3
2018-02-07,5.5,5.5,5.5,9.4,3.7,16.8,39.6
2018-02-06,5.5,5.5,5.5,13.1,6.9,17.2,53.3
2018-02-05,5.5,5.5,5.5,14.4,9.2,18.4,61.4
2018-02-04,5.5,5.5,5.5,11.4,8,16.5,64.5
2018-02-03,5.5,5.5,5.5,8.4,2.6,15.4,52.5
2018-02-02,5.5,5.5,5.5,7.8,4.5,13.7,47.9
2018-02-01,5.5,5.5,5.5,12.3,6.1,16.6,66
2018-01-31,5.5,5.5,5.5,15.5,14,18,78.8
2018-01-30,5.5,5.5,5.5,14.4,11.5,18.1,72.4
2018-01-29,5.5,5.5,5.5,10.4,3.6,16,54.3
2018-01-28,5.5,5.5,5.5,7.7,2.5,13.2,27.4
2018-01-28,5.5,5.5,5.5,11.5,6.3,17.2,45.6
2018-01-27,5.5,5.5,5.5,17.2,10.6,24.8,51.9
2018-01-26,5.5,5.5,5.5,16.9,11.9,24.2,54.4
2018-01-25,5.5,5.5,5.5,14.5,10.7,18.1,56.5
2018-01-24,5.5,5.5,5.5,14.4,9.5,20.6,59
2018-01-23,5.5,5.5,5.5,14.4,9.9,20.9,54.3
2018-01-22,5.5,5.5,5.5,13.7,8.6,20.6,47
2018-01-21,5.5,5.5,5.5,16.3,11,23.5,50.4
2018-01-20,5.5,5.5,5.5,17.6,11,25.2,52.8
2018-01-19,5.5,5.5,5.5,17,11.1,24.2,58.6
2018-01-18,5.5,5.5,5.5,17,11.9,23.2,58.3
2018-01-17,5.5,5.5,5.5,16.5,14.2,19.1,58.8
2018-01-16,5.5,5.5,5.5,16.2,9.2,23.9,47.1
2018-01-15,5.5,5.5,5.5,16.6,13.6,22,47.6
2018-01-14,5.5,5.5,5.5,15.8,9,23,42.5
2018-01-13,5.5,5.5,5.5,14.4,9,20.5,42.8
2018-01-12,5.5,5.5,5.5,12.8,6.1,18.9,51
2018-01-11,5.5,5.5,5.5,11.4,8.8,,71
2018-01-10,5.5,5.5,5.5,15.5,12.2,21.7,77.1
2018-01-09,5.5,5.5,5.5,21.4,18.6,24.8,76.9
2018-01-08,5.5,5.5,5.5,22.5,19.8,27.6,66
2018-01-07,5.5,5.5,5.5,23,19.3,28.7,66.9
2018-01-06,5.5,5.5,5.5,21.9,16.9,28.8,67.6
2018-01-05,5.5,5.5,5.5,18.9,16.2,23.3,66.4
2018-01-04,5.5,5.5,5.5,18.7,13.9,23.4,56.4
2018-01-03,5.5,5.5,5.5,16.7,10.7,24.3,48.5
2018-01-02,5.5,5.5,5.5,17.6,13.4,23.6,49.8
2018-01-01,5.5,5.5,5.5,22,15.6,29.4,62.3
2017-12-31,5.5,5.5,5.5,18.2,15.5,21.2,74.8
2017-12-30,5.5,5.5,5.5,20,14.7,25.9,64.9
2017-12-29,5.5,5.5,5.5,17.4,11.2,23.5,39.3
2017-12-28,5.5,5.5,5.5,19.2,14.2,25.3,49.1
2017-12-27,5.5,5.5,5.5,22.7,19.9,27.3,66.4
2017-12-26,5.5,5.5,5.5,25.1,19.4,31.4,57
2017-12-25,5.5,5.5,5.5,23.4,17.4,30.1,58
2017-12-24,5.5,5.5,5.5,22.4,18.8,27.9,71.5
2017-12-23,5.5,5.5,5.5,21.8,17.6,27.3,69.8
2017-12-22,5.5,5.5,5.5,20.6,15.4,26.8,60.8
2017-12-21,5.5,5.5,5.5,20.3,14.2,27,57.3
2017-12-20,5.5,5.5,5.5,19.5,14.1,24.9,48.9
2017-12-20,5.5,5.5,5.5,22.6,20.1,25.8,79.1
2017-12-19,5.5,5.5,5.5,21.9,16.4,27.6,62.8
2017-12-18,5.5,5.5,5.5,23.1,19,29.2,51.3
2017-12-17,5.5,5.5,5.5,22,16.7,27.6,50.9
2017-12-16,5.5,5.5,5.5,22.6,17.8,27.9,48.4
2017-12-15,5.5,5.5,5.5,22.4,14.8,29.5,48.8
2017-12-14,5.5,5.5,5.5,21.4,15.9,27.5,49.3
2017-12-13,5.5,5.5,5.5,22.1,17.7,27.9,58.6
2017-12-12,5.5,5.5,5.5,21.2,18.6,24.6,79.8
2017-12-11,5.5,5.5,5.5,23,19.9,26.1,74.3
2017-12-11,5.5,5.5,5.5,23.8,19.2,28.2,70.1
2017-12-10,5.5,5.5,5.5,24.3,20.4,29.9,67.5
2017-12-09,5.5,5.5,5.5,22.4,17.8,27.5,73.3
2017-12-08,5.5,5.5,5.5,20.6,18.5,24,75.5
2017-12-07,5.5,5.5,5.5,21.9,20.4,23.7,62.4
2017-12-06,5.5,5.5,5.5,24.6,19.7,30.1,53.8
2017-12-05,5.5,5.5,5.5,23.7,19,29.2,64
2017-12-04,5.5,5.5,5.5,23.8,18.6,29.6,59
2017-12-03,5.5,5.5,5.5,23.3,17.1,29.7,56
2017-12-03,5.5,5.5,5.5,22.2,16.6,27.6,62.4
2017-12-02,5.5,5.5,5.5,19.8,16.1,23.9,55.8
2017-12-01,5.5,5.5,5.5,19.5,17,24,51.4
2017-11-30,5.5,5.5,5.5,21.5,18.3,26.5,73.1
2017-11-29,5.5,5.5,5.5,22.7,19,26.7,62
2017-11-28,5.5,5.5,5.5,24.2,19,29.2,54.5
2017-11-27,5.5,5.5,5.5,25.3,22.2,30.6,61.9
2017-11-26,5.5,5.5,5.5,26.5,23.9,28.1,85.3
2017-11-24,5.5,5.5,5.5,27.2,24.6,30.2,84.1
2017-11-23,5.5,5.5,5.5,27.3,23.4,31.5,70.6
2017-11-22,5.5,5.5,5.5,25.8,23.7,29.2,81.5
2017-11-21,5.5,5.5,5.5,23.2,22,25.8,95.6
2017-11-20,5.5,5.5,5.5,26.1,23.1,28.7,75.8
2017-11-19,5.5,5.5,5.5,26.3,23.9,30.6,75.6
2017-11-18,5.5,5.5,5.5,24.8,21.2,27.7,77.1
2017-11-17,5.5,5.5,5.5,23.3,20.5,26.8,80.5
2017-11-16,5.5,5.5,5.5,21.9,20.8,24,93.8
